Sentence,g_bias
The driver is sneaking into the wallet,neutral
Aditya looks at him crossly,male_bias
"DriverAur hai na?
GeetTrain mein return karti hoon… 
Geet walks out towards a stall",neutral
"Meanwhile – 
Aditya(becoming OC) Tu chup-chaap khada reh, main de raha hoon paise",neutral
A typical Railway Platform stall selling small eats and soft drinks,neutral
Two vendors seen inside,neutral
"The  
one facing looks at Geet as she approaches and puts the money on the deck",female_bias
"She is still exhausted and  
breathless",female_bias
GeetPaani,neutral
She picks up a bottle and opens it,female_bias
The hawker begins to get change,neutral
Geet(to vendor) Saans band ho gayee by god,neutral
"Cola shola sab apni jagah par hai par paani ka kaam  
paani hi karta hai",neutral
"Kehte hain na – best things in the world are free… Vaise ab paani to  
free raha nahin… Kitne ka hai? 
 page : 20 
----------------------------------------------------------------------------------------------------Vendor(OC)(returning change) Chaudah rupiya 
Geet(fight for right mode) Kyon? Railway ke daam to kam hote hain",neutral
"Vendor(OC)Yehi rate hai… 
GeetAchcha? Consumer court se poochoon kya rate hai? Hain…? Ulloo banaate ho…? 
VendorDo rupiya ke liye itna jhik-jhik? 
GeetDo rupaye kuch nahin hote to chori kyon kar rahe ho? 
VendorChori…
GeetAur kya? Aur kehte ho main jhik-jhik kar rahi hoon? Paise do vaapas",neutral
The vendor looks at her crossly and makes to give two rupees back to her,female_bias
Then she takes a gulp,female_bias
The vendor returns a coin and turns to fold up his shop,male_bias
"Geet picks up the change, takes another gulp of  
water and turns",neutral
"Suddenly, her heart stops",female_bias
"No, this can not be",neutral
We see that the train is rushing away,neutral
"She  
holds her head",female_bias
There is no chance of catching the train,neutral
Then she brings her hands down,female_bias
"She gulps the  
water",female_bias
The train has almost left the station now,neutral
"Suddenly, she starts running down the platform",female_bias
Geet(screaming) Roko… Train ko roko,neutral
"Roko train ko… Arey…
But the train is long gone",neutral
"Geet runs to a stop at the end of the platform, looking at the train",neutral
"She  
turns around, stung by disbelief",female_bias
"She just stands, looking straight",female_bias
"This is a much bigger station than the  
other one",neutral
"Many more hawkers, more people sleeping under blankets",neutral
She turns back to look at the train,female_bias
Turns again towards the platform,neutral
She holds her forehead with both hands and lowers to her haunches,female_bias
"{3 mins}
",neutral
"Sc # 15 Night, Int / Exteriors
Platform, Ratlam Station Master's Office
 page : 21 
----------------------------------------------------------------------------------------------------A few men standing against the wall, looking the other way",male_bias
"Their look moves, Geet enters",neutral
"They  
are looking at her",female_bias
She is in panic,female_bias
She stops and looks around for Aditya,female_bias
"She whimpers, then turns  
around",female_bias
The station masters office board is seen,neutral
"She looks around once again, then walks into the office",female_bias
"The men who were looking at her move up to the door, peep inside",neutral
A few others join them,neutral
"They are  
whispering to each other about her",female_bias
"Inside, Geet is standing in front of the table, very worried",neutral
"The men peeping inside can be seen at  
a distance behind her",neutral
The station master is speaking,neutral
Master (OC)Kota hai agla station,neutral
Main vahan ke station master ko inform kar doonga,neutral
MasterVo aapka samaan rakh lenge,neutral
"Suddenly, at the door behind her, a young man is pushed inside by the others",neutral
"He hits against  
something and recoils",male_bias
Geet turns to look,neutral
There is suppressed laughter,neutral
The young man darts out,male_bias
"Geet  
turns back",neutral
MasterAur to kuch nahin ho sakta hai,neutral
Geet(mumbling) Main vahan pahunchoongi kaise? Shit,neutral
"Master(superior) Kaun bola train se utarne? 
She looks at him",neutral
MasterHoshiyar rehna chahiye tha,neutral
"Ab kya karogi?
He plays percussion on the table with his fingers",male_bias
"As though he is happy that justice has been  
done",male_bias
MasterJavani ka josh,neutral
Samajhte nahin ho,neutral
Nahin,neutral
Bilkul nahin,neutral
"Dekho… 
He holds two of his index fingers parallel to each other",male_bias
Master(continuing) Zindagi rail ki patri hai,neutral
Ek inch ka bend aur aage chal ke meelon ki doori,neutral
"Ab  
dekho…",neutral
Ek choti si bhool tumhaari saari zindagi badal sakti hai,neutral
"He is enjoying this, feeling good to talk",male_bias
He takes a more comfortable position and continues,male_bias
MasterMeri bhi kayee train chhooti hai,neutral
"Par un dinon main mard tha… matlab ki mard hoon main, ab  
bhi… par tum ladki ho",neutral
Akeli ladki khuli hui tijori hoti hai,neutral
"Tumko pata hai kya ho  
sakta hai tumhaare saath? Pata hai? Main baata hoon",neutral
"Dekho…
He makes a rectangle with his fingers",male_bias
GeetExcuse me,neutral
"Geet(polite) Aapse poochhna tha – aap jo ye sab bol rahe hain, iske paise charge karte hai ya ye muft  
ka gyaan hai? 
Master(puzzled) Nahin ye to muft hai…
 page : 22 
----------------------------------------------------------------------------------------------------GeetGood… Kyonki chillad nahin hai mere paas",neutral
"Dekho… Buddhe… Bakwaas band karo  
aur apna kaam karo",neutral
"Kota ko message bhejo, baaki meri problem hai, main samhaal loongi",neutral
"Chalo phone  
milao",neutral
The station master is taken aback,neutral
He picks up the phone,male_bias
"(snip)
The people thronging the door withdraw and scatter",neutral
Geet comes out of the door,neutral
"She looks at the  
men",neutral
Then walks away,neutral
"{2 ½ mins}
Sc # 16 Night, Int / Exteriors
Ratlam Station Platform
 page : 23 
----------------------------------------------------------------------------------------------------Geet sits on a bench",neutral
She holds her head,female_bias
Someone comes and sits next to her,female_bias
She looks,female_bias
"It is the  
vendor who had sold her water",female_bias
VendorAapka paani,neutral
The vendor is wearing a lungi now,neutral
He keeps one foot on the bench,male_bias
"The men hanging around  
the door start moving up towards the bench now",male_bias
Geet notices this,neutral
She looks at the vendor,female_bias
VendorBahut bura hua,neutral
One of the men who were crowding around the door comes in from next to the vendor,male_bias
"The  
others are slowly coming closer",neutral
"Man(to vendor) Ka baat hai bhai? Ka hua?
VendorTrain chhoot gayee bechari ki",male_bias
ManArey arey,neutral
VendorSubah tak doosri koi train bhi nahin hai,neutral
ManDhat teri ki,neutral
"Akeli hai?
VendorHaan",neutral
ManTch tch tch tch,neutral
"Ab ka karegi ye?
VendorVohi to",neutral
Tum to jaante ho,neutral
Akeli ladki khuli hui tijori ke jaisi hoti hai,neutral
Geet(aggressively) Suno tum,neutral
Natak mat karo samkje? Phuto yahan se,neutral
Chalo,neutral
VendorArey? Hum koi bam hain jo phoot jayenge? Samajhne ki koshish keejiye,neutral
"Iske pahle ki koi apka  
ghalat fayda utha le, hum soche ki hum help kar dete hain",neutral
Man(to vendor) Raat ko yahan mat rehne dena,male_bias
Thoda kasht hoga tumko magar kaheen le jao isko,neutral
VendorHaan aur koi upay bhi nahin hai,neutral
Geet stands up and addresses them more aggressively,neutral
"GeetZyada smart banne ki koshish mat karo, samjhe? Chalo niklo yahan se",neutral
VendorHadd ho gayee,neutral
Matlab ki sarafat ka jamaana hi nahin raha,neutral
"ManBatao… 
VendorHum aapko sahi jagah le ja rahe hai aur aap…
GeetShut up",neutral
Chamaat maroongi aur bakwaas kee to,neutral
Pause,neutral
Man(to vendor) Kha le chamaat,male_bias
Isi bahaane choo to legi kam se kam,neutral
There is a guffaw in the people around,neutral
Geet looks at them,neutral
The vendor stands up,neutral
"page : 24 
----------------------------------------------------------------------------------------------------VendorTheek hai",neutral
Aapko isi mein khushi milti hai to maariye humein,neutral
The vendor stands in front of her in the posture to get slapped,female_bias
VendorArmaan poore kar leejiye aap,neutral
Maariye,neutral
The others are laughing,neutral
Geet stares in anger at the vendor and the others,neutral
"Then she turns and  
walks out",female_bias
VendorKya hua? Kahan chaleen? Arey maariye na… Nahin hum to aaj chamaat kha ke hi rahenge,neutral
She walks towards the exit of the platform as they laugh and follow her loosely,female_bias
"{2 ½ mins}
[26 mins]
Sc # 17 Night, Exteriors
Ratlam Station Façade 
Geet walks out to the foyer of the station",neutral
She turns back to look for the urchins,female_bias
"She looks  
towards the street",female_bias
"The taxi driver is there, sitting in his taxi and committing his ritual of touching the  
notes to the feet of the deities, then his eyebrows then lips then eyebrows then lips",male_bias
She runs towards him,neutral
He sees her,neutral
"GeetSuno…
 page : 25 
----------------------------------------------------------------------------------------------------The taxi driver panics on seeing her",female_bias
"As she comes down the stairs to him, the car starts and  
flees",neutral
She looks at the car sourly,female_bias
GeetShit,neutral
She looks back towards the station,female_bias
"The vendor, the man and two others come out towards the  
foyer, looking for her",neutral
She notices that a few women are standing to one side of the façade,female_bias
"She walks  
towards them",female_bias
"She stands at a distance from them, feeling safer among her own gender, trying to conjure  
up some sort of a plan",female_bias
The women look at her,female_bias
That's usual,neutral
She is new to this place,female_bias
"A motorbike comes  
in, the driver looking shamelessly at the women",female_bias
He crosses Geet,male_bias
"Then he stops, turns and comes back",male_bias
He stops in front of her,neutral
BikerChal,neutral
Geet looks at him,male_bias
BikerKya hua? Chal,neutral
Geet looks at him in question,male_bias
BikerEk aadmi – main,neutral
"Full night, jagah meri",neutral
She looks at the women who are standing there in cheap make-up,female_bias
They are prostitutes,neutral
"She turns  
sharply to the biker",female_bias
GeetNahin,neutral
"Main…
BikerKya?
GeetMain vo nahin hoon",neutral
"BikerKya nahin hai?
GeetVohi…
BikerHaan?
Geet turns and walks back towards the station",neutral
BikerArey yaar… tu bol na paisa main deta hoon,neutral
"Nakhra kyon dikha rahi hai?
Geet sees the vendor and the other three standing in the foyer, with a panwalla",neutral
"The man points  
her out to the vendor",neutral
Geet stops at the steps,neutral
"She turns and walks down the steps, the other way",female_bias
Biker(calling out) O Anarkali,neutral
Sun idhar aa,neutral
Geet moves away quickly,neutral
The bike comes after her,female_bias
Geet turns to look at the bike,neutral
"She turns  
back",female_bias
"She sees something, looks in surprise",female_bias
